HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.item_1_condition,Input.field_1_1,Input.item_2_condition,Input.field_2_1,Input.item_3_condition,Input.field_3_1,Input.item_4_condition,Input.field_4_1,Input.item_5_condition,Input.field_5_1,Answer.Choice1,Answer.Choice2,Answer.Choice3,Answer.Choice4,Answer.Choice5,Answer.ChoiceSample1,Answer.ChoiceSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
31N9JPQXIQGG4GLH99MVCU2DBZXNH9,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:24 PDT 2019,,,3TMSXRD2X8YYAJ7BPOFY4AVL5Q8W1N,A2MAON23E8OMXN,Submitted,Sun Apr 28 13:38:45 PDT 2019,Sun Apr 28 13:40:42 PDT 2019,Wed May 01 13:40:42 PDT 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),406,experiment=NPI-env=adverbs-npi=any-crucial_item=barely-licensor=1-scope=1-npi_present=0-paradigm=1698-acceptability=1,The customers who have barely worked with these actors left malls.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=1417-acceptability=1,The women say that the children were helping the boys.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=787-acceptability=1,The guys also say that the guests watch the girls.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=193-acceptability=1,The dancers are also lifting the rugs.,1,6,6,6,6,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",x,
3B9J25CZ26BM3L26VDPG0XF3L61CS2,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:26 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:26 PDT 2019,,,358UUM7WR117D95RFAM1ILEHGXYR7H,A2MCRVU8I9VNHG,Submitted,Sun Apr 28 14:46:34 PDT 2019,Sun Apr 28 14:47:19 PDT 2019,Wed May 01 14:47:19 PDT 2019,,,,45,0% (0/0),0% (0/0),0% (0/0),482,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=721-acceptability=1,The person might clearly watch the ladies.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=15-acceptability=1,The people have really often said that the gloves have shrunk.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=5728-acceptability=1,These actresses can really imagine that the boys might examine a movie.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=736-acceptability=0,"While the guest ever approaches the children, the adult will skate around the movie theaters.",5,5,2,6,5,6,1,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
341H3G5YF1CZA5T4EPQ41PA5ZW40Z2,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:25 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:25 PDT 2019,,,3OLQQLKKNUNBO01OUDRYM4K7S38EJY,A2MI6AUNBXGL47,Submitted,Sun Apr 28 14:44:30 PDT 2019,Sun Apr 28 14:45:51 PDT 2019,Wed May 01 14:45:51 PDT 2019,,,,81,0% (0/0),0% (0/0),0% (0/0),433,experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=1-npi_present=1-paradigm=603-acceptability=0,A guy buys the big books that the cashier had ever lifted.,experiment=NPI-env=superlative-npi=any-crucial_item=newest-licensor=1-scope=1-npi_present=0-paradigm=1968-acceptability=1,The pedestrians had taken the newest dishes that those guests have admired.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=460-acceptability=0,A guest is ever saying that the doctors had not slumped over.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=1-npi_present=1-paradigm=1359-acceptability=1,Only the students were being at any public parks.,2,5,2,6,5,5,2,1,0,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,x,
3PCPFX4U41OHTH73UBQCD3L50V8FQR,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:34 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:34 PDT 2019,,,3NVC2EB65SXY9RGQRTB5D0VYEIM3YL,A2MQ6VUSKCQ9FH,Submitted,Sun Apr 28 13:36:54 PDT 2019,Sun Apr 28 13:38:33 PDT 2019,Wed May 01 13:38:33 PDT 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),248,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1751-acceptability=0,"While the doctor drives to any banks, the child will listen to the waiters.",experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=1291-acceptability=1,Was the teacher talking to these girls?,experiment=NPI-env=quantifier-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=1923-acceptability=1,Some boy who visited many pedestrians often listens to the actresses.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=any-crucial_item=most popular-licensor=1-scope=1-npi_present=0-paradigm=1568-acceptability=1,The teenagers forget the most popular commentary that the guests had remembered.,2,6,4,6,5,5,1,1,0,5,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3H5TOKO3DAHELJRUVLGVGU7NB4N64X,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:27 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:27 PDT 2019,,,3LPW2N6LKV0K6XJPVB29PCN5WQ1U53,A2NEFRREWF33YP,Submitted,Sun Apr 28 13:33:36 PDT 2019,Sun Apr 28 13:35:42 PDT 2019,Wed May 01 13:35:42 PDT 2019,,,,126,0% (0/0),0% (0/0),0% (0/0),494,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=621-acceptability=0,"While the drivers visit the high schools, the men will ever remember the boys.",experiment=NPI-env=superlative-npi=ever-crucial_item=most serious-licensor=1-scope=1-npi_present=0-paradigm=464-acceptability=1,The man hated the most serious dancers that the girls have often returned to.,experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=424-acceptability=0,The dancers say that the patients ever explored the malls.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=0-npi_present=1-paradigm=1624-acceptability=0,More than three adults who referenced many teenagers ever talk about the schools.,5,5,6,6,5,6,6,1,1,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
33K3E8REWXTSNZYS8BFYXJ0CAUI8X0,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:42 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:42 PDT 2019,,,3DR23U6WE7C523XT6752OA7GQ5VETZ,A2NHZ9FER5TAH4,Submitted,Sun Apr 28 13:47:10 PDT 2019,Sun Apr 28 13:48:38 PDT 2019,Wed May 01 13:48:38 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),337,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=317-acceptability=0,The customers had ever thought that some students visited the gals.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=0-npi_present=1-paradigm=5512-acceptability=0,Any women could think that these books would not resemble the cup.,experiment=NPI-env=adverbs-npi=any-crucial_item=barely-licensor=1-scope=0-npi_present=1-paradigm=1808-acceptability=0,The boys who barely scan documentaries tour any restaurants.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=1-paradigm=984-acceptability=0,The guy ever talks to even the teachers.,2,1,3,6,2,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",x,
3NSCTNUR20LX447XZ3GH1RFN7J8A5W,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,3N1FSUEFL7YGTC43VBTAAKD3AUDD49,A2NWLM0X672N54,Submitted,Sun Apr 28 13:43:36 PDT 2019,Sun Apr 28 13:45:16 PDT 2019,Wed May 01 13:45:16 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),32,experiment=NPI-env=superlative-npi=ever-crucial_item=new-licensor=0-scope=0-npi_present=0-paradigm=953-acceptability=1,A patient clearly did walk through the new museums that the teenager has talked about.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=628-acceptability=1,The pedestrians had really clearly imagined that an report is praising the customer.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=1341-acceptability=1,Was the boy exploring the grocery stores?,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=39-acceptability=1,"While the actor also boycotts the hospitals, the teenagers will admire the plates.",4,1,6,6,5,,,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",x,
3IH9TRB0FCXDM4PCA46IFZQP8B81I9,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,2,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 16:30:31 PDT 2019,,,3DY4FPOOA3M9OZ6NX8PHOZUK2F3VRB,A2O5SCC60UP69Z,Rejected,Sun Apr 28 14:12:13 PDT 2019,Sun Apr 28 14:15:15 PDT 2019,Wed May 01 14:15:15 PDT 2019,,Sun Apr 28 16:30:30 PDT 2019,Failed attention check.,182,0% (0/1),0% (0/1),0% (0/1),222,experiment=NPI-env=quantifier-npi=ever-crucial_item=-licensor=0-scope=0-npi_present=0-paradigm=1999-acceptability=1,Children who have sold many glasses obviously buy more than three reports.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=1-npi_present=1-paradigm=891-acceptability=1,Only the drivers have ever left the public parks.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=1-npi_present=0-paradigm=5727-acceptability=1,Those adults are really thinking that those drivers are exploring the movie theaters.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1-acceptability=1,"If the driver also knows the students, the actress will buy the books.",2,1,2,1,1,5,5,1,1,5,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",,
36GJS3V78WO6LUZLA5CLYN9VNFGGJ0,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:45 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:45 PDT 2019,,,3BV8HQ2ZZYZWAS55UPVNHHPBLIN6AM,A2OATZCX1YXE77,Submitted,Sun Apr 28 13:52:14 PDT 2019,Sun Apr 28 13:54:53 PDT 2019,Wed May 01 13:54:53 PDT 2019,,,,159,0% (0/0),0% (0/0),0% (0/0),379,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=0-paradigm=419-acceptability=1,The customers have really boycotted even the schools.,experiment=NPI-env=adverbs-npi=any-crucial_item=barely-licensor=1-scope=1-npi_present=1-paradigm=1411-acceptability=1,The guys who have barely criticized any guests have worn gloves.,experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=0-npi_present=0-paradigm=1499-acceptability=1,Any women who watched some men obviously bought the pants.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=0-npi_present=0-paradigm=655-acceptability=1,The women would often kiss the big pedestrians that the actress has watched.,3,6,6,6,5,6,2,1,0,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3X52SWXE0Y3FA2JFFIZHXMIORJXCWH,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:31 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:31 PDT 2019,,,37W3JXSD686V0PIE1DM7IX6VCBIWYM,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:51:03 PDT 2019,Sun Apr 28 13:51:43 PDT 2019,Wed May 01 13:51:43 PDT 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),9,experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=1-npi_present=0-paradigm=181-acceptability=1,Every guy who talks about these men cared for more than three people.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1369-acceptability=0,Any children say that the patients had worked with the adults.,experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=423-acceptability=1,No guy is ever saying that the rugs do resemble an actor.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=594-acceptability=1,Is the man ever walking through the museums?,5,2,2,6,4,,,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3PN6H8C9R5OS8HMQE9Y0Z33FK06DA7,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:37 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:37 PDT 2019,,,3TUI152ZZDLTQMBPDFGSCLDZHPRQ1D,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:42:00 PDT 2019,Sun Apr 28 13:53:10 PDT 2019,Wed May 01 13:53:10 PDT 2019,,,,670,0% (0/0),0% (0/0),0% (0/0),110,experiment=NPI-env=superlative-npi=any-crucial_item=fast-licensor=0-scope=0-npi_present=1-paradigm=1419-acceptability=0,Any reports had criticized the fast teachers that teachers had cared for.,experiment=NPI-env=sentential_negation_biclausal-npi=ever-crucial_item=really-licensor=0-scope=0-npi_present=0-paradigm=532-acceptability=1,The man had clearly said that a play can really criticize the museums.,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=1-paradigm=921-acceptability=0,A pedestrian ever biked to even the public parks.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=quantifier-npi=any-crucial_item=the-licensor=0-scope=1-npi_present=1-paradigm=670-acceptability=0,The waitresses who dislike any museums boycotted many public parks.,2,5,3,6,4,,,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3FJ2RVH2504R0OE5PE0J7P1RHRZ92F,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:44 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:44 PDT 2019,,,3OS4RQUCRBDXCV381WYN6YMUWZAFBS,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:48:35 PDT 2019,Sun Apr 28 13:50:15 PDT 2019,Wed May 01 13:50:15 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),186,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1009-acceptability=0,Any dancers say that the cashiers were hugging the patients.,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=1215-acceptability=1,More than three cashiers who obviously did break chairs forgot many customers.,experiment=NPI-env=only-npi=any-crucial_item=even-licensor=0-scope=0-npi_present=1-paradigm=1799-acceptability=0,Any children even skate around the high schools.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=any-crucial_item=sometimes-licensor=0-scope=1-npi_present=1-paradigm=1609-acceptability=0,The actors who should sometimes hug any cashiers will approach guests.,2,2,3,6,2,5,2,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3O0M2G5VC70132TSTSJ704YP15V94B,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:44 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:44 PDT 2019,,,3QJOXOW4XLP1P879XA4Q2WCOWXZME6,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:46:52 PDT 2019,Sun Apr 28 13:48:32 PDT 2019,Wed May 01 13:48:32 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),194,experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=512-acceptability=1,"If the boys fortunately respect the movie theaters, the girls will observe the actresses.",experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=5797-acceptability=1,Some actresses imagine that these plays had criticized the men.,experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1182-acceptability=1,"While the people love the actors, the dancers will lift those reports.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=adverbs-npi=any-crucial_item=barely-licensor=1-scope=1-npi_present=0-paradigm=1287-acceptability=1,A student who barely approached these drivers cares for men.,2,3,2,6,2,4,1,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3TZ0XG8CBVI2M3GU5V9KHGEU3RR89H,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:32 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:32 PDT 2019,,,37UQDCYH6ZTZ6GM8OURBJI3K1387VN,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:50:17 PDT 2019,Sun Apr 28 13:51:01 PDT 2019,Wed May 01 13:51:01 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),227,experiment=NPI-env=only-npi=ever-crucial_item=even-licensor=0-scope=0-npi_present=0-paradigm=697-acceptability=1,The teenagers might also work with even the women.,experiment=NPI-env=quantifier-npi=ever-crucial_item=a lot of-licensor=0-scope=0-npi_present=1-paradigm=1651-acceptability=0,A lot of children who could describe the reports should ever talk to guys.,experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=909-acceptability=1,"While the customers often examine the stories, the students will kiss the pedestrians.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=really-licensor=0-scope=0-npi_present=1-paradigm=5322-acceptability=0,Any students were saying that the men have really driven to the hospital.,3,2,5,6,2,,,1,1,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3L7SUC0TTVSZBYULZ00ATNEWKSMM07,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:45 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:45 PDT 2019,,,3IFS6Q0HJKHG38M0DQQ3ZK9MGFPISO,A2OBNDESU7RBVE,Submitted,Sun Apr 28 13:51:45 PDT 2019,Sun Apr 28 13:53:43 PDT 2019,Wed May 01 13:53:43 PDT 2019,,,,118,0% (0/0),0% (0/0),0% (0/0),389,experiment=NPI-env=sentential_negation_biclausal-npi=any-crucial_item=not-licensor=1-scope=1-npi_present=0-paradigm=5839-acceptability=1,The pedestrians are not imagining that those movies have disagreed.,experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=1-paradigm=1760-acceptability=1,Are the men kissing any guests?,experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=0-npi_present=1-paradigm=1869-acceptability=0,More than three children who exit some hospitals ever insulted many teenagers.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=1-npi_present=1-paradigm=887-acceptability=1,Only a patient ever watched the cashiers.,3,6,2,6,5,,,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
3MYASTQBG89KVXT735VMP3IKOISDQE,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:42 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:42 PDT 2019,,,3TXD01ZLD6F2AEFPH6JZKKHRWU74U9,A2OK2IR4FI636Y,Submitted,Sun Apr 28 13:33:55 PDT 2019,Sun Apr 28 13:34:37 PDT 2019,Wed May 01 13:34:37 PDT 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),352,experiment=NPI-env=only-npi=any-crucial_item=even-licensor=0-scope=1-npi_present=0-paradigm=1452-acceptability=1,Even the waitresses are hugging these children.,experiment=NPI-env=adverbs-npi=any-crucial_item=sometimes-licensor=0-scope=0-npi_present=1-paradigm=1524-acceptability=0,The senators who had sometimes driven to malls sold any reports.,experiment=NPI-env=only-npi=ever-crucial_item=only-licensor=1-scope=0-npi_present=0-paradigm=726-acceptability=1,The guy also likes only the dishes.,attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1108-acceptability=0,Any pedestrians say that the dancer will take the forks.,6,2,4,6,2,6,2,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
30P8I9JKOJJHWSAVAY7DXET0ST95VS,3NWM3X0LA9JXJI6SOLNP3LORGTLPX3,Sentence rating (1 min),Rate five English sentences on how possible they are in English (1 minute).,"survey, ratings, English, easy",$0.25 ,Sun Apr 28 13:33:24 PDT 2019,1,BatchId:3623659;OriginalHitTemplateId:920937340;,1800,259200,Sun May 05 13:33:24 PDT 2019,,,3U8YCDAGXRETJXQ7HWCSYGUPCXP0QO,A2OZF756R5JSG4,Submitted,Sun Apr 28 14:12:02 PDT 2019,Sun Apr 28 14:13:46 PDT 2019,Wed May 01 14:13:46 PDT 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),403,experiment=NPI-env=superlative-npi=any-crucial_item=best-licensor=1-scope=0-npi_present=1-paradigm=1379-acceptability=0,Any people have kissed the best girl that books had praised.,experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5802-acceptability=1,Those ladies will think that some actresses forfeit.,experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1438-acceptability=1,"If the teachers admire the doctors, the guys will attack the customers.",attention_check_item_6,Show that you are paying attention by choosing the highest number on the scale.,experiment=NPI-env=only-npi=any-crucial_item=only-licensor=1-scope=0-npi_present=0-paradigm=1697-acceptability=1,The students only have described the actresses.,1,3,5,6,6,6,2,1,0,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",x,
